TrackName,TrackPopularity,TrackAlbumReleaseDate,PlaylistGenre,PlaylistSubGenre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
I Just Wanna Say,45,10/4/2019,edm,pop edm,0.669,0.8,3,-5.609,1,0.117,0.358,0,0.241,0.179,105.052,170310
Three Trees,51,3/5/2019,edm,pop edm,0.672,0.628,6,-7.203,1,0.0856,0.192,0.587,0.333,0.159,60.045,185005
Psycho,48,23/5/2019,edm,pop edm,0.604,0.851,10,-7.593,0,0.0405,0.00136,0.000228,0.167,0.144,127.97,214224
Timber (feat. Ke$ha),76,2012,edm,pop edm,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160
S&M,72,16/11/2010,edm,pop edm,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,243533
Low Low,37,21/3/2019,edm,pop edm,0.81,0.652,8,-10.595,1,0.186,0.0943,0.000502,0.105,0.607,160.114,218250
Big Girls Don't Cry (Personal),1,1/1/2010,edm,pop edm,0.705,0.494,7,-8.83,1,0.0398,0.233,0,0.0825,0.287,113.085,268533
Just Dance,11,1/1/2009,edm,pop edm,0.818,0.732,1,-4.474,0,0.0334,0.0335,4.95e-05,0.19,0.679,119.002,241933
Girlfriend,11,17/4/2007,edm,pop edm,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600
It's You,35,11/2/2019,edm,pop edm,0.776,0.592,8,-7.507,0,0.0765,0.191,0.464,0.138,0.43,123.017,171707
See You Again (feat. Charlie Puth),18,10/3/2015,edm,pop edm,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526
Let You Go,43,18/1/2019,edm,pop edm,0.677,0.879,11,-4.361,1,0.0426,0.0184,0.000162,0.0768,0.725,112.026,170893
Don't Cha,38,1/1/2005,edm,pop edm,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.002,272080
One Dance,68,13/5/2016,edm,pop edm,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987
Without You (feat. Usher),67,7/12/2012,edm,pop edm,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133
Bye Bye Bye,71,21/3/2000,edm,pop edm,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400
Give Me Everything,79,17/6/2011,edm,pop edm,0.671,0.939,8,-3.206,1,0.161,0.192,0,0.298,0.529,129.023,252307
Want to Want Me,49,9/3/2015,edm,pop edm,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719
Firework,51,24/8/2010,edm,pop edm,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893
Iris,43,20/1/2019,edm,pop edm,0.668,0.758,11,-9.36,0,0.0823,0.121,0.624,0.332,0.0594,114.957,252429
In Your Eyes,1,19/10/2018,edm,pop edm,0.814,0.788,11,-5.9,0,0.113,0.0285,0.00019,0.0691,0.46,123.01,240000
Blurred Lines,53,1/1/2013,edm,pop edm,0.854,0.505,7,-7.628,1,0.0494,0.0036,4.48e-05,0.0687,0.872,119.986,263053
Where Is the Love,47,17/8/2018,edm,pop edm,0.701,0.942,5,-2.253,1,0.241,0.159,0,0.113,0.57,123.878,183871
What Can We Do,1,30/11/2018,edm,pop edm,0.624,0.657,5,-7.636,0,0.134,0.0419,0,0.22,0.452,104.894,121143
Poker Face,42,1/1/2008,edm,pop edm,0.849,0.812,4,-4.603,1,0.0746,0.111,3.19e-06,0.0946,0.795,119.002,237200
I See You,2,17/8/2018,edm,pop edm,0.814,0.728,4,-5.44,0,0.0583,0.0242,0.0875,0.612,0.962,109.983,202364
We Found Love,71,19/11/2011,edm,pop edm,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227
Set Me Free,0,28/10/2018,edm,pop edm,0.655,0.828,10,-4.256,1,0.0385,0.0756,0.000541,0.111,0.428,139.932,253714
We Should Tell the Truth,44,20/8/2018,edm,pop edm,0.808,0.364,7,-12.306,0,0.0753,0.0404,0.947,0.106,0.0484,105.036,267292
Just Give Me a Reason (feat. Nate Ruess),14,14/9/2012,edm,pop edm,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733
Back Around,46,26/8/2018,edm,pop edm,0.59,0.818,0,-7.688,0,0.0513,0.0213,0.000485,0.0809,0.171,120.288,185000
Payphone,72,1/1/2012,edm,pop edm,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387
Rolling In The Deep,61,25/8/2014,edm,pop edm,0.727,0.76,8,-5.114,1,0.0297,0.13,0,0.0584,0.54,104.941,228141
Stronger (What Doesn't Kill You),73,24/10/2011,edm,pop edm,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,221947
Umbrella,47,2/6/2008,edm,pop edm,0.585,0.836,1,-4.572,1,0.134,0.00991,0,0.0448,0.579,173.934,275987
Forest,1,22/10/2018,edm,pop edm,0.709,0.737,1,-6.515,1,0.0359,0.0434,0.736,0.0951,0.707,125.073,180495
Somebody That I Used To Know,77,1/1/2011,edm,pop edm,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885
I Kissed A Girl,37,17/6/2008,edm,pop edm,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640
Bad Romance,26,1/1/2009,edm,pop edm,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573
Photograph - Felix Jaehn Remix,53,18/6/2015,edm,pop edm,0.726,0.697,4,-6.257,1,0.0404,0.0997,0.00733,0.0823,0.54,120.004,202586
Use Somebody (Classic Bonus Track) - Armin van Buuren Rework,25,28/6/2013,edm,pop edm,0.392,0.838,2,-4.825,1,0.0333,0.0151,0.842,0.0827,0.0465,135.99,233227
I Really Like You - Blasterjaxx Remix,0,24/4/2015,edm,pop edm,0.606,0.773,2,-6.665,0,0.0397,0.0415,0.000714,0.0968,0.529,128.007,215626
Ocean Drive - Michael Calfan Remix,1,31/8/2015,edm,pop edm,0.755,0.698,8,-6.85,0,0.0483,0.0566,0.0166,0.112,0.81,122.984,285000
Lay It All on Me - Robin Schulz Extended Remix,31,20/11/2015,edm,pop edm,0.734,0.654,6,-7.785,1,0.0437,0.00535,0.00265,0.0426,0.513,121.994,381802
How Deep Is Your Love - DJ Snake Remix,45,28/8/2015,edm,pop edm,0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,222400
Higher Place - Bassjackers Remix,18,28/8/2015,edm,pop edm,0.677,0.696,4,-3.513,0,0.173,0.00435,0.233,0.402,0.2,128,288765
Until You Were Gone - Reez Remix,38,18/12/2015,edm,pop edm,0.509,0.733,1,-6.127,1,0.0569,0.064,2.2e-06,0.358,0.316,128.021,216267
Can't Feel My Face - Martin Garrix Remix,56,6/11/2015,edm,pop edm,0.608,0.722,9,-5.55,0,0.107,0.00791,2.84e-05,0.315,0.121,128.009,252933
Work - R3hab Remix,52,18/3/2016,edm,pop edm,0.706,0.804,1,-5.378,0,0.0601,0.0125,0,0.332,0.211,100.052,219400
I Took A Pill In Ibiza - Seeb Remix,17,24/7/2015,edm,pop edm,0.673,0.79,7,-4.663,0,0.0893,0.037,9.95e-06,0.0875,0.705,102.013,199227
Stitches - Seeb Remix,54,16/10/2015,edm,pop edm,0.599,0.722,1,-4.032,1,0.0934,0.0256,0,0.0896,0.557,102.147,167093
Don't Let Me Down - Hardwell & Sephyx Remix,59,20/5/2016,edm,pop edm,0.509,0.897,8,-3.418,0,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440
Kiss It Better - R3hab Remix,1,1/6/2016,edm,pop edm,0.728,0.738,3,-3.939,0,0.0455,0.0505,0,0.104,0.458,102,184200
Player - Jai Wolf Remix,25,5/2/2016,edm,pop edm,0.582,0.872,4,-0.936,0,0.0462,0.0654,0.000182,0.0436,0.196,106.038,247925
Needed Me - R3hab Remix,44,1/6/2016,edm,pop edm,0.659,0.683,7,-5.485,0,0.0488,0.00835,0,0.625,0.278,99.987,199360
Blame (feat. John Newman) - R3HAB Club Remix,32,10/11/2014,edm,pop edm,0.684,0.858,0,-4.001,0,0.132,0.00897,0,0.376,0.164,127.995,260667
Summer - R3hab & Ummet Ozcan Remix,37,20/6/2014,edm,pop edm,0.693,0.918,11,-6.403,1,0.0637,0.0259,0.19,0.514,0.153,128.008,280867
I Will Never Let You Down - R3hab Remix,32,11/5/2014,edm,pop edm,0.712,0.746,4,-4.022,1,0.0927,0.00324,5.6e-06,0.0655,0.394,127.994,251333
This Is What You Came For - Dillon Francis Remix,0,17/6/2016,edm,pop edm,0.681,0.915,9,-2.862,0,0.0476,0.0137,0.000602,0.127,0.474,139.978,223000
Alive - Hardwell Remix,43,21/5/2013,edm,pop edm,0.71,0.864,6,-4.924,0,0.0757,0.00166,0.0365,0.036,0.114,127.986,352760
Outside - Hardwell Remix,38,10/4/2015,edm,pop edm,0.512,0.986,2,-3.04,0,0.0387,0.000678,0.00357,0.0463,0.167,127.997,296240
All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,64,25/2/2014,edm,pop edm,0.606,0.72,5,-6.253,0,0.0283,0.000151,0.00165,0.0745,0.179,127.986,251613
Paradise - Tiësto Remix,48,1/6/2012,edm,pop edm,0.637,0.736,2,-6.003,0,0.0404,0.0123,0.14,0.0798,0.643,130.015,286347
Clarity - Tiësto Remix,1,11/6/2013,edm,pop edm,0.591,0.924,5,-4.724,0,0.0465,0.00231,0.00435,0.391,0.274,128.174,322107
Stay The Night - Tiesto's Club Life Remix,30,1/1/2014,edm,pop edm,0.619,0.835,5,-2.992,0,0.0272,0.00574,0.00736,0.602,0.331,128,322067
Often - Kygo Remix,7,7/4/2015,edm,pop edm,0.582,0.498,7,-9.906,0,0.0455,0.12,0,0.385,0.426,80.028,234400
Waves feat. Chris Brown & T.I - Robin Schulz Remix,48,13/11/2014,edm,pop edm,0.775,0.476,1,-9.459,1,0.0311,0.0123,3.13e-05,0.156,0.423,119.99,190846
Damn Daniel - Radio Mix,39,4/3/2016,edm,pop edm,0.71,0.964,1,-1.257,0,0.0502,0.0314,0.0145,0.294,0.72,128.068,163000
Nothing Really Matters - Afrojack Remix,52,20/2/2015,edm,pop edm,0.656,0.752,4,-5.622,1,0.0378,0.354,1.1e-05,0.0707,0.477,128.029,199247
Hands To Myself - Fareoh Remix,0,4/3/2016,edm,pop edm,0.702,0.736,8,-3.937,1,0.0338,0.000645,0.0299,0.263,0.0851,111.013,181093
Heroes (we could be) - Jai Wolf Remix,0,8/12/2014,edm,pop edm,0.629,0.883,9,-2.573,0,0.0415,0.331,3.18e-05,0.0922,0.23,140.044,205720
Are You with Me - Dash Berlin Radio Edit,37,15/5/2015,edm,pop edm,0.532,0.757,8,-3.056,1,0.0545,0.229,0,0.187,0.638,128.053,168095
Circus - Diplo Circus Remix,31,20/2/2009,edm,pop edm,0.826,0.693,11,-5.947,0,0.161,0.0307,0.272,0.0891,0.451,125.009,265187
The Illest - Kronic Remix,0,1/1/2014,edm,pop edm,0.78,0.876,0,-3.398,1,0.0399,0.00391,0.0171,0.0746,0.289,130.037,282013
Somebody That I Used To Know - 4FRNT Remix,0,1/1/2012,edm,pop edm,0.787,0.623,0,-6.723,1,0.0751,0.00131,0.000902,0.0787,0.775,128.983,318052
Rude - Zedd Remix,55,2/9/2014,edm,pop edm,0.598,0.836,1,-2.388,1,0.0457,0.0324,2.44e-06,0.0751,0.343,130.009,273231
All Hands On Deck - Giraffage Remix,39,4/5/2015,edm,pop edm,0.813,0.592,3,-7.733,1,0.0417,0.00332,0.000301,0.125,0.606,113.997,191511
Maps - Rumba Whoa Remix,0,7/10/2014,edm,pop edm,0.733,0.8,1,-6.537,0,0.0973,0.012,0,0.353,0.775,128.046,255867
Titanium (feat. Sia) - Alesso Remix,46,9/12/2011,edm,pop edm,0.696,0.652,0,-6.826,0,0.0461,0.00326,0.67,0.0894,0.13,125.981,403810
La La La - Kaos Remix,35,1/1/2013,edm,pop edm,0.599,0.814,6,-3.653,0,0.0829,0.118,0.00541,0.194,0.665,145.054,234653
Catch & Release (Alex Adair Remix),22,22/1/2016,edm,pop edm,0.84,0.703,1,-8.985,0,0.166,0.0125,1.17e-05,0.0684,0.465,115.991,184138
LIKE I WOULD - The White Panda Remix,30,13/5/2016,edm,pop edm,0.631,0.773,10,-4.623,0,0.0405,0.358,0,0.108,0.603,121.836,198074
Get Closer,0,13/6/2016,edm,pop edm,0.473,0.553,0,-11.759,1,0.337,0.193,0.22,0.327,0.421,123.532,193770
Inside Out - DubVision Remix,35,15/7/2016,edm,pop edm,0.719,0.799,10,-4.805,1,0.0551,0.0186,3.94e-05,0.29,0.266,125.993,299547
We Don't Talk Anymore - Junge Junge Remix,5,22/7/2016,edm,pop edm,0.832,0.523,1,-9.027,0,0.0992,0.00997,0.00425,0.109,0.879,118.005,256794
i hate u, i love u (feat. olivia o'brien) - Deepend Remix,47,22/7/2016,edm,pop edm,0.736,0.471,6,-9.009,0,0.07,0.589,0,0.138,0.395,99.996,169978
Perfect Strangers - Pedro Carrilho Remix,0,22/7/2016,edm,pop edm,0.694,0.816,10,-5.124,0,0.0374,0.0387,6.31e-06,0.287,0.544,126.025,274336
The Hills - RL Grime Remix,0,6/11/2015,edm,pop edm,0.524,0.904,0,-2.614,0,0.0544,0.103,0.201,0.165,0.413,139.976,271067
Should’ve Been Us - Lost Kings Remix,0,16/10/2015,edm,pop edm,0.712,0.902,6,-2.909,0,0.0487,0.357,0.0849,0.244,0.854,110.031,193760
Home (feat. Nico Santos) - B-Case Radio Remix,28,22/4/2016,edm,pop edm,0.722,0.77,5,-5.497,0,0.0361,0.0183,3.88e-05,0.334,0.416,125.966,202933
Young And Beautiful [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix Radio Edit,36,29/10/2013,edm,pop edm,0.551,0.874,11,-4.559,0,0.0496,0.0427,0.00129,0.396,0.421,125.985,227115
Beautiful Now - Marshmello Remix,0,10/7/2015,edm,pop edm,0.668,0.928,11,-3.114,0,0.0303,0.0133,5.89e-05,0.0816,0.669,140.065,196040
Love Yourself - Will Prime Remix,43,14/4/2016,edm,pop edm,0.539,0.64,4,-6.602,1,0.0464,0.24,3.82e-05,0.491,0.378,128.037,281287
California King Bed - Bassjackers Radio,0,15/7/2011,edm,pop edm,0.589,0.821,7,-3.385,1,0.0413,0.000318,0.0477,0.39,0.159,127.986,199053
Ten Feet Tall - Brennan Heart & Code Black Remix,0,12/5/2014,edm,pop edm,0.38,0.931,9,-3.71,0,0.0848,0.00684,0.00142,0.515,0.455,149.966,274843
I Bet - R3hab Remix,29,1/5/2015,edm,pop edm,0.591,0.655,3,-6.332,1,0.0731,0.0263,0,0.0572,0.226,127.904,209520
Cold Water (feat. Justin Bieber & MØ) - Lost Frequencies Remix,30,9/9/2016,edm,pop edm,0.709,0.542,2,-9.056,1,0.0381,0.184,5e-04,0.0852,0.474,114.955,236304
Into You - 3LAU Remix,2,19/8/2016,edm,pop edm,0.617,0.803,2,-5.619,1,0.155,0.0188,0.00136,0.183,0.249,126.249,197147
Superlove - FTampa Remix,20,9/9/2016,edm,pop edm,0.545,0.784,5,-5.407,0,0.0391,0.154,0,0.273,0.641,139.97,178367
Closer - R3hab Remix,51,23/9/2016,edm,pop edm,0.775,0.559,8,-5.89,1,0.0417,0.081,0,0.219,0.408,100.042,161120
Treat You Better - Ashworth Remix,2,16/8/2016,edm,pop edm,0.704,0.627,1,-6.724,1,0.0586,0.201,0,0.102,0.601,92.919,232667
Dancing On My Own - Tiësto Remix,9,8/7/2016,edm,pop edm,0.608,0.648,1,-5.569,1,0.036,0.0194,0.00104,0.0897,0.114,121.96,224392
Starboy - Kygo Remix,5,11/11/2016,edm,pop edm,0.751,0.623,9,-7.215,0,0.0939,0.209,0,0.168,0.383,93.01,244720
Let Me Love You - Marshmello Remix,0,2/12/2016,edm,pop edm,0.66,0.828,8,-3.139,1,0.039,0.0184,0,0.117,0.23,119.999,180013
Working For It - Nomero Remix,44,12/2/2016,edm,pop edm,0.708,0.581,6,-9.521,1,0.0557,0.323,0.0206,0.0961,0.329,99.987,202467
Say You Won't Let Go - Luca Schreiner Remix,54,21/10/2016,edm,pop edm,0.764,0.809,10,-4.256,1,0.111,0.125,2.02e-06,0.0678,0.586,105.002,204707
All We Know - Oliver Heldens Remix,43,16/12/2016,edm,pop edm,0.711,0.8,0,-5.852,1,0.0303,0.00158,0.0513,0.314,0.43,124.009,184253
Don't Wanna Know - Ryan Riback Remix,0,23/12/2016,edm,pop edm,0.621,0.665,2,-7.499,1,0.0509,0.00492,1.03e-06,0.201,0.47,103.087,229627
Shape of You - Galantis Remix,51,10/2/2017,edm,pop edm,0.838,0.765,1,-2.332,0,0.0462,0.0514,0.00021,0.0297,0.905,100.021,195988
Paris - VINAI Remix,40,17/2/2017,edm,pop edm,0.532,0.822,2,-3.309,1,0.0432,0.0648,0,0.356,0.335,99.962,218787
I Would Like - R3hab Remix,49,23/12/2016,edm,pop edm,0.672,0.763,2,-3.864,0,0.0565,0.0728,0,0.135,0.318,139.94,147000
Final Song - Diplo & Jauz Remix,49,30/12/2016,edm,pop edm,0.687,0.843,9,-2.974,1,0.0312,0.208,0.000917,0.0751,0.344,126.012,190480
In The Name Of Love - The Him Remix,50,11/11/2016,edm,pop edm,0.642,0.864,7,-3.657,1,0.0379,0.0455,1.98e-06,0.081,0.564,125.088,209280
Side To Side - Slushii Remix,0,3/2/2017,edm,pop edm,0.554,0.867,6,-2.79,0,0.053,0.095,5.83e-05,0.102,0.418,150.066,202440
Let Me Love You - Zedd Remix,0,16/12/2016,edm,pop edm,0.712,0.857,10,-4.281,0,0.0508,0.00938,0.00815,0.0828,0.217,117.044,206653
My Way - Tiësto Remix,39,4/11/2016,edm,pop edm,0.698,0.867,2,-5.033,1,0.0404,0.0546,0.154,0.0744,0.468,125.976,222867
Light - Grant Remix,0,27/1/2017,edm,pop edm,0.475,0.967,1,-3.153,1,0.123,0.024,7.22e-05,0.172,0.27,169.939,195536
It's Gotta Be You - Toby Green Remix,35,31/3/2017,edm,pop edm,0.647,0.827,8,-4.163,1,0.0519,0.0158,0.000208,0.429,0.573,102.017,217981
Shed a Light - Acoustic Version,44,24/2/2017,edm,pop edm,0.543,0.601,8,-8.434,1,0.0415,0.291,0,0.0695,0.486,121.763,199120
Colors - Audien Remix,2,22/4/2016,edm,pop edm,0.654,0.887,1,-1.998,1,0.115,0.0588,0.000103,0.0849,0.691,134.998,270222
Scared To Be Lonely - DubVision Remix,44,17/3/2017,edm,pop edm,0.669,0.844,1,-3.774,0,0.122,0.222,0,0.219,0.266,127.067,190866
Ghost - Lost Kings Remix,1,3/3/2015,edm,pop edm,0.701,0.852,0,-4.908,1,0.0339,0.423,0.00474,0.202,0.433,104.988,189267
Scars To Your Beautiful - NOTD Remix,1,21/10/2016,edm,pop edm,0.677,0.826,0,-4.88,1,0.0474,0.0139,1.91e-06,0.109,0.167,101.992,199560
Cheap Thrills Remix,25,17/6/2016,edm,pop edm,0.534,0.749,6,-5.562,0,0.0749,0.0776,1.47e-06,0.0906,0.671,179.975,212160
Love Me Now - Dave Audé Remix Radio Edit,38,1/12/2016,edm,pop edm,0.595,0.841,8,-4.24,1,0.0796,0.0322,0,0.0847,0.761,124.973,219107
Kill Em With Kindness - Felix Cartal Remix,0,24/6/2016,edm,pop edm,0.679,0.774,10,-2.886,0,0.0365,0.00404,5.48e-06,0.253,0.503,121.97,196293
Stranger - Blanke Remix,23,20/1/2017,edm,pop edm,0.616,0.863,1,-6.17,0,0.0989,0.0667,0.00118,0.784,0.131,105.007,263024
By Your Side - Two Can Remix,0,16/12/2016,edm,pop edm,0.566,0.889,9,-3.227,0,0.0266,0.0326,0,0.411,0.499,116.994,213171
False Alarm - Justice Skolnik Remix,29,7/10/2016,edm,pop edm,0.72,0.56,8,-8.928,1,0.0527,0.00781,4.44e-06,0.0744,0.324,103.067,244806
Fast Car - Club Mix,37,31/1/2016,edm,pop edm,0.861,0.788,9,-6.257,1,0.182,0.00678,0.0344,0.0507,0.748,124.059,330968
Something Just Like This - R3hab Remix,42,28/4/2017,edm,pop edm,0.705,0.585,2,-6.848,1,0.0366,0.296,0.00019,0.097,0.348,102.019,162880
Issues - Alan Walker Remix,5,5/5/2017,edm,pop edm,0.529,0.765,8,-4.368,1,0.0718,0.163,1.97e-06,0.105,0.646,112.468,181000
That's What I Like - Alan Walker Remix,63,20/4/2017,edm,pop edm,0.692,0.896,1,-4.017,1,0.0502,0.0121,6.59e-05,0.199,0.798,134.056,195889
Symphony (feat. Zara Larsson) - R3hab Remix,48,12/5/2017,edm,pop edm,0.632,0.826,0,-4.342,0,0.0486,0.027,4.77e-05,0.0949,0.679,141.925,159338
Something About You - Odesza Remix,51,21/8/2015,edm,pop edm,0.705,0.674,11,-8.432,0,0.04,0.0184,0.0149,0.137,0.103,105,341802
Swalla (feat. Nicki Minaj and Ty Dolla $ign) - After Dark Remix,38,12/5/2017,edm,pop edm,0.352,0.668,8,-5.918,0,0.39,0.418,0,0.402,0.536,78.78,272465
Unforgettable (feat. Swae Lee) - Major Lazer Remix,57,9/6/2017,edm,pop edm,0.728,0.676,1,-5.131,0,0.132,0.00692,2.53e-06,0.101,0.307,99.972,196800
Dance Monkey,79,10/5/2019,edm,pop edm,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755
The Box,98,6/12/2019,edm,pop edm,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653
Life Is Good (feat. Drake),93,10/1/2020,edm,pop edm,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735
Yummy,95,3/1/2020,edm,pop edm,0.662,0.519,9,-6.554,0,0.106,0.404,0,0.121,0.495,145.841,210427
My Heart,30,17/1/2020,edm,pop edm,0.482,0.667,3,-4.446,1,0.0397,0.251,0,0.108,0.2,150.083,182571
Tusa,98,7/11/2019,edm,pop edm,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960
ROXANNE,99,10/10/2019,edm,pop edm,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636
Blinding Lights,98,29/11/2019,edm,pop edm,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573
Don't Start Now,97,31/10/2019,edm,pop edm,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290
About You,48,13/12/2019,edm,pop edm,0.794,0.64,0,-6.15,1,0.0978,0.252,3.84e-05,0.163,0.576,97,169928
Falling,97,5/10/2018,edm,pop edm,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382
Memories,98,20/9/2019,edm,pop edm,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486
Like A Fool (Back To You),47,3/1/2020,edm,pop edm,0.579,0.757,10,-7.97,1,0.0402,0.0186,3.27e-05,0.115,0.142,120.037,192000
Circles,98,6/9/2019,edm,pop edm,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280
everything i wanted,97,13/11/2019,edm,pop edm,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426
Secrets,29,17/10/2018,edm,pop edm,0.722,0.527,7,-6.728,0,0.127,0.157,0,0.182,0.364,119.929,228093
Rare,88,10/1/2020,edm,pop edm,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590
Now That You're Gone,23,16/8/2019,edm,pop edm,0.762,0.738,3,-6.623,1,0.0311,0.454,1.44e-06,0.0615,0.824,107.968,238623
Lose You To Love Me,85,10/1/2020,edm,pop edm,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,206459
RITMO (Bad Boys For Life),96,12/10/2019,edm,pop edm,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714
Señorita,88,19/6/2019,edm,pop edm,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800
Ain't Right,25,9/8/2019,edm,pop edm,0.459,0.7,1,-8.922,0,0.0305,0.00217,2.35e-05,0.108,0.241,99.941,204000
Someone You Loved,94,17/5/2019,edm,pop edm,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161
Adore You,88,13/12/2019,edm,pop edm,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133
I'm the One,24,6/9/2019,edm,pop edm,0.726,0.71,1,-6.144,0,0.362,0.629,1.16e-06,0.177,0.402,103.873,200909
My Oh My (feat. DaBaby),94,6/12/2019,edm,pop edm,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746
Dance Monkey,57,23/12/2019,edm,pop edm,0.566,0.767,6,-6.15,0,0.0817,0.106,0,0.0862,0.236,98.111,194707
bad guy,95,29/3/2019,edm,pop edm,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
Ocean,23,2/8/2019,edm,pop edm,0.522,0.67,1,-8.511,1,0.0965,0.507,5.17e-06,0.179,0.469,160.034,163516
Good News,87,9/1/2020,edm,pop edm,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040
hot girl bummer,94,23/8/2019,edm,pop edm,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093
Oops!... I Did It Again,52,13/12/2019,edm,pop edm,0.798,0.664,8,-4.321,0,0.03,0.46,7.37e-06,0.157,0.314,110.025,200727
Pillows,21,31/5/2019,edm,pop edm,0.615,0.706,8,-7.246,1,0.0429,0.091,0.0149,0.0857,0.305,170,189176
BOP,93,27/9/2019,edm,pop edm,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715
Loud,47,13/12/2019,edm,pop edm,0.529,0.758,1,-6.297,1,0.3,0.039,0,0.192,0.261,180.026,190000
Vete,93,21/11/2019,edm,pop edm,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024
Sigues Con El,90,13/12/2019,edm,pop edm,0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.676,87.972,226533
Hold Me Close,26,17/1/2020,edm,pop edm,0.508,0.682,10,-5.381,1,0.0489,0.0217,0,0.343,0.309,127.93,196348
You should be sad,86,10/1/2020,edm,pop edm,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,205473
Before You Go,83,22/11/2019,edm,pop edm,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107
I Don't Want You,25,23/8/2019,edm,pop edm,0.498,0.334,3,-17.496,1,0.188,0.477,0.00016,0.142,0.0949,81.9,257576
Ride It,94,26/7/2019,edm,pop edm,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
What a Wonderful Thing to Do,50,12/12/2019,edm,pop edm,0.557,0.416,11,-10.698,1,0.0447,0.749,0.801,0.114,0.246,86.02,189767
Watermelon Sugar,86,13/12/2019,edm,pop edm,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
Get Crazy,27,4/10/2019,edm,pop edm,0.458,0.758,2,-7.038,1,0.0565,0.0258,1.79e-05,0.102,0.112,103.042,170286
